Club,Genre,Address,Access,Age,Feature,url,longitude,latitude
個別対応学舎,学習塾,和歌山県和歌山市吉田４１０－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032655,34.2359227,135.189943
ヤマハ音楽教室 粟教室,音楽教室,和歌山県和歌山市粟258-1,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123922,34.2529998,135.1751985
田原塾,学習塾,和歌山県和歌山市秋月１９８－６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000040955,34.2323126,135.2064906
環バレエスクール　和歌山本部教室,バレエ,和歌山県和歌山市南汀丁13井上ビル4階(和歌山東急イン横),N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123767,34.2285059,135.1683696
ＧＥＳ／県庁前校,学習塾,和歌山県和歌山市東長町５丁目５０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032781,34.2317569,135.1897288
ヤマハ音楽教室 神前教室,音楽教室,和歌山県和歌山市神前109-11,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123908,34.2160134,135.2060221
極真会館 和歌山支部 西庄道場,空手・拳法,和歌山県和歌山市西庄1037-53,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123755,34.2537547,135.1115308
こどもダンスクラス,ダンス,和歌山県和歌山市美園町5-4-2T-LABOみその商店街,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123973,34.2296048,135.1905529
個別指導Ｗａｍ／河西貴志校,学習塾,和歌山県和歌山市土入２１－９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032724,34.253673,135.1414474
能開センターワオの家庭教師和歌山本部,学習塾,和歌山県和歌山市黒田１丁目４－１６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032642,34.2334225,135.1926427
個別指導Ｗａｍ／和歌山駅前校／高等部,学習塾,和歌山県和歌山市美園町４丁目８１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032686,34.2307763,135.1892269
学研 わかうら教室,学習塾,和歌山県和歌山市和歌浦中1丁目2-42,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123843,34.1936765,135.1686314
錬誠会和歌山県本部,空手・拳法,和歌山県和歌山市小松原６丁目６－３３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051589,34.2169396,135.1665779
極真会館和歌山支部,空手・拳法,和歌山県和歌山市西庄１０３７－５３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000001234,34.2537547,135.1115308
エッグゼミナール,学習塾,和歌山県和歌山市六十谷９－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032558,34.2620141,135.2000015
明光義塾和歌山市駅前教室,学習塾,和歌山県和歌山市屏風丁１－１－１Ｆ,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032804,34.2362044,135.1674348
学研 北秋月教室,学習塾,和歌山県和歌山市秋月139-4,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123783,34.2326847,135.2043811
ＤＳアカデミー,学習塾,和歌山県和歌山市六十谷１６４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032553,34.2594748,135.2032775
進学塾ＴＭ,学習塾,和歌山県和歌山市西浜９１８－８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032766,34.2023142,135.1567696
イーオンキッズ  和歌山ガーデンパーク校,英語・英会話,和歌山県和歌山市松江字向鵜ノ島1469-12F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123981,34.2385864,135.1284047
武田塾和歌山校,学習塾,和歌山県和歌山市友田町５丁目５０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032615,34.2324129,135.1897054
ＯＭＩセミナー,学習塾,和歌山県和歌山市古屋７７－１０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032779,34.2563655,135.1194012
江川珠算塾,書道・習字,和歌山県和歌山市松江北４丁目６－９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056905,34.2530524,135.1329772
榊原ピアノ教室,ピアノ,和歌山県和歌山市手平１丁目４－２４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000048844,34.2194686,135.1880777
進学教室　浜学園　和歌山教室,学習塾,和歌山県和歌山市美園町5-7-8(パーク美園町ビル5F・6,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123682,34.2311151,135.1905101
井口英語ゼミ,学習塾,和歌山県和歌山市吹上４丁目２－３０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032916,34.2162222,135.1721696
ナビ個別指導学院 和歌山東校,学習塾,和歌山県和歌山市園部1416　園部堀口テナントＡ北２階２Ｆ,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123940,34.2625821,135.1963041
ＫＥＧ／本部,学習塾,和歌山県和歌山市友田町２丁目１４５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032573,34.2319133,135.1854626
エンジェル保育園,幼児教室,和歌山県和歌山市新通５丁目１７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000053605,34.2319111,135.1797755
葛本そろばん教室,書道・習字,和歌山県和歌山市毛見２９５－３１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056926,34.1676274,135.1960214
嶌本塾,学習塾,和歌山県和歌山市湊３１３８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032739,34.2192272,135.1626012
ヤマハ音楽教室 名草幼稚園,音楽教室,和歌山県和歌山市紀三井寺520,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123895,34.1754811,135.1894768
暁星セミナー,学習塾,和歌山県和歌山市太田１３０－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032698,34.22767839999999,135.1986544
公文式 日進中前教室・内原教室 ほか,幼児教室,和歌山県和歌山市秋月560-3・内原970-5・黒田,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123707,34.2273614,135.2042751
知念響フラメンコ教室,ダンス,和歌山県和歌山市,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123679,34.2303678,135.1707405
個別指導Ｗａｍ／宮前校,学習塾,和歌山県和歌山市中島４５－１９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032685,34.213636,135.1891202
喜望ゼミナール個別指導パーソナルワン,学習塾,和歌山県和歌山市吹屋町５丁目４０－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032803,34.2253685,135.1903821
個別指導のスクールIE　西ノ庄校,学習塾,和歌山県和歌山市西庄338-34レスペート西庄31F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123729,34.2583675,135.1154347
能開プレスクール和歌山校,学習塾,和歌山県和歌山市太田３９１－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000027617,34.22933450000001,135.197424
砂山少年剣友会　立誠館道場,剣道,和歌山県和歌山市砂山南2丁目1-52砂山小学校体育館,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123694,34.2182324,135.1624805
ジストスポーツクラブ和歌山,スイミング・水泳,和歌山県和歌山市中野30,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123972,34.2548743,135.1389349
Ｐｉｃｋこども体育館,新体操,和歌山県和歌山市向１４４－１５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051966,34.2581617,135.1446803
河合サテライト松島校,学習塾,和歌山県和歌山市松島１２０－１７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032605,34.2481778,135.2117489
個別指導Axis 紀ノ川北校,学習塾,和歌山県和歌山市向153-1スクウェア延時ビル,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123743,34.2582393,135.1439508
岩橋珠算教室,書道・習字,和歌山県和歌山市杭ノ瀬１８０－３０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056900,34.21040130000001,135.1955584
個別指導Ｗａｍ／和歌山駅前校,学習塾,和歌山県和歌山市美園町４丁目８１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032765,34.2307763,135.1892269
個別指導Axis 和歌浦校,学習塾,和歌山県和歌山市和歌浦東1-2-36,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123733,34.1953594,135.1699382
能開センター／個別指導Ａｘｉｓ／個別小松原校,学習塾,和歌山県和歌山市吹上４丁目１－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032727,34.2169155,135.1697564
学研 貴志南教室,学習塾,和歌山県和歌山市中76-5,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123825,34.2585489,135.1418184
第一ゼミナール／南海和歌山市駅校,学習塾,和歌山県和歌山市東蔵前丁３－１７－３Ｆ,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032582,34.2359097,135.1660455
ファロス個別指導学院南海和歌山市駅教室,学習塾,和歌山県和歌山市東蔵前丁３－１７－３Ｆ,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032677,34.2359097,135.1660455
ＮＥＸＴ大学受験予備校六十谷駅前校,学習塾,和歌山県和歌山市六十谷３４６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032742,34.2616717,135.2070209
京進スクール・ワン榎原教室,学習塾,和歌山県和歌山市榎原８０－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032773,34.25509040000001,135.1348138
Ｎ’Ｓ進学ゼミ,学習塾,和歌山県和歌山市布施屋６－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032548,34.2425302,135.2603128
公文式／吹上・砂山・片男波教室,学習塾,和歌山県和歌山市堀止東１丁目２－２１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032561,34.2144393,135.171548
PETERSOXこども英語教室,英語・英会話,和歌山県和歌山市福町28ハウスブルーネ103,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123987,34.2329235,135.1722975
ナビ個別指導学院 和歌山西校,学習塾,和歌山県和歌山市屋形町4-18-1F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123941,34.22495019999999,135.1785047
栗栖学習塾,学習塾,和歌山県和歌山市岩橋７２９－６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032870,34.2406094,135.2315696
学習塾・進学塾　喜望ゼミナール,幼児教室,和歌山県和歌山市吹屋町5丁目2,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123769,34.2261813,135.1902668
健心館　畠中道場,柔道,和歌山県和歌山市和歌浦西一丁目4-11,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123748,34.1963273,135.169434
和歌山ＹＭＣＡＹキッズアカデミー,幼児教室,和歌山県和歌山市太田１丁目１２－１３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000053611,34.2315944,135.193656
ベスト進学塾,学習塾,和歌山県和歌山市六十谷１０４１－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032805,34.2623753,135.1992033
浜学園和歌山教室,学習塾,和歌山県和歌山市美園町５丁目７－８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032711,34.2311151,135.1905101
秀栄塾松島校,学習塾,和歌山県和歌山市松島１２０－２７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032732,34.2473469,135.2114562
学伸塾,学習塾,和歌山県和歌山市松ケ丘２丁目１－２４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032651,34.2024729,135.1654697
公文式／紀伊弘西教室,学習塾,和歌山県和歌山市弘西８０９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032600,34.2668872,135.2425221
紀州錬武館葵道場,空手・拳法,和歌山県和歌山市小松原６丁目６－３３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000001235,34.2169396,135.1665779
EQWELチャイルドアカデミーMickey教室,幼児教室,和歌山県和歌山市宇田森109,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000124008,34.2603148,135.2474754
トップウェルネス　和歌山,バレエ,和歌山県和歌山市北出島1丁目5-48(国体道路),N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123951,34.2220018,135.1901996
Ｄｒ関塾紀三井寺校,学習塾,和歌山県和歌山市紀三井寺７４８－３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032830,34.1860775,135.1867061
ＧＥＳ／小松原校,学習塾,和歌山県和歌山市小松原５丁目７－３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032771,34.217287,135.1692811
個別指導Ｗａｍ／川永校,学習塾,和歌山県和歌山市島２６－１４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032816,34.2619461,135.2534277
ナビ個別指導学院 和歌山北校,学習塾,和歌山県和歌山市榎原88-1センチュリーパレス泰苑1F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123939,34.254254,135.1358939
学習塾松江教室,学習塾,和歌山県和歌山市榎原１４０－１８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032881,34.2541202,135.131888
こたにピアノ教室,ピアノ,和歌山県和歌山市湊南海和歌山港駅より徒歩5分,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123974,34.217234,135.146495
EQWELチャイルドアカデミー和歌山北教室,幼児教室,和歌山県和歌山市次郎丸98-4フタバビル3F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000124003,34.2534972,135.1455585
能開センター／個別指導Ａｘｉｓ／個別神前校,学習塾,和歌山県和歌山市神前１４６－１－１Ｆ,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032657,34.216723,135.2049974
賢伸ゼミナール,学習塾,和歌山県和歌山市内原８９５－３－１０２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032687,34.1711889,135.1934865
α特進塾和歌山本部教室,学習塾,和歌山県和歌山市相坂５９７－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032802,34.2006744,135.2259135
勝商塾千旦団地前教室,学習塾,和歌山県和歌山市禰宜１５８９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032546,34.243114,135.2448729
河合塾マナビス／和歌山駅前校,学習塾,和歌山県和歌山市太田１丁目１４－１１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032627,34.2317454,135.1927781
進学教室ネクスト／高積校,学習塾,和歌山県和歌山市東田中１７－３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032800,34.2413914,135.2855656
進学予備校学錬館,学習塾,和歌山県和歌山市太田３丁目６－９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032654,34.2311746,135.1969089
株式会社ＫＥＧキャリア・アカデミー,学習塾,和歌山県和歌山市友田町２丁目１４５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032796,34.2319133,135.1854626
EQWELチャイルドアカデミー紀三井寺教室,幼児教室,和歌山県和歌山市布引618-1,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000124005,34.1734058,135.1864196
ＥＣＯゼミナール,学習塾,和歌山県和歌山市杭ノ瀬１１１－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032631,34.2134239,135.1917847
和歌山YMCA,新体操,和歌山県和歌山市太田１丁目12-13,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123641,34.2315944,135.193656
能開センター／和歌山校／高校部,学習塾,和歌山県和歌山市黒田１丁目４－１６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032858,34.2334225,135.1926427
教育センター和歌山,学習塾,和歌山県和歌山市美園町５丁目１２－２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032834,34.2313604,135.191009
尾﨑学習塾,学習塾,和歌山県和歌山市六十谷９８６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032912,34.2639278,135.2020463
ウィル（ＷＩＬＬ）総合学習塾紀三井寺校,学習塾,和歌山県和歌山市紀三井寺５１９－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032575,34.1752628,135.1890999
学研 本町教室,学習塾,和歌山県和歌山市西釘貫丁3丁目13-1グランドハイツ本町5,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123779,34.2400481,135.1728158
学研 パーム教室,学習塾,和歌山県和歌山市中野1-43,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123848,34.2583682,135.1410639
スクールＩＥ,学習塾,和歌山県和歌山市手平５丁目１－１５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032579,34.2158606,135.1867061
有限会社ピアノアンドフォルテ,ピアノ,和歌山県和歌山市鳴神４００－６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000048821,34.2302035,135.2171768
標準関西和歌山校,学習塾,和歌山県和歌山市九番丁１０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032670,34.2313417,135.17147
ヤマハ音楽教室 古屋センター,音楽教室,和歌山県和歌山市古屋171-1本田ビル2F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123914,34.2535619,135.1219441
ＧＥＳ／西庄校,学習塾,和歌山県和歌山市西庄３３７－２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032908,34.2573178,135.1159498
ジーニアス英数塾,学習塾,和歌山県和歌山市内原８４６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032909,34.1729024,135.1950982
学研 イング藤戸台教室,学習塾,和歌山県和歌山市栄谷976-134紀州ソロバン内,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123858,34.2720413,135.1543272
学研 杭ノ瀬教室,学習塾,和歌山県和歌山市杭ノ瀬134-6,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123817,34.2100633,135.1923429
学研 田尻教室,学習塾,和歌山県和歌山市田尻429,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123794,34.2041554,135.1960521
明光義塾 和歌山駅前教室,学習塾,和歌山県和歌山市太田1-11-13,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123646,34.2315765,135.1930524
セルモ 和歌山本部教室,学習塾,和歌山県和歌山市新高町9-19,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123958,34.2024747,135.1662532
ヤマハ音楽教室 小倉センタ-,音楽教室,和歌山県和歌山市大垣内44,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123910,34.2448961,135.279445
能開センター 和歌山校(中学部),学習塾,和歌山県和歌山市黒田1-4-16能開ビル5F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123655,34.2360156,135.1995303
個別指導Axis 和歌山校,学習塾,和歌山県和歌山市黒田1-4-16能開ビル4F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123732,34.2360156,135.1995303
少林寺拳法和歌山北道院,空手・拳法,和歌山県和歌山市北野１２９－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000002739,34.2653371,135.2498779
学研 内原教室,学習塾,和歌山県和歌山市内原888-15,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123791,34.1726987,135.1933451
進学教室ネクスト／こぐま会高松教室,学習塾,和歌山県和歌山市堀止南ノ丁４－２４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032859,34.2117415,135.1707344
日本空手協会 和歌山支部,空手・拳法,和歌山県和歌山市栄谷,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123666,34.2303678,135.1707405
パルポート／太田,スイミング・水泳,和歌山県和歌山市太田２丁目２－１０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051126,34.2295432,135.1961436
ＧＥＳ／明和校,学習塾,和歌山県和歌山市内原９２５－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032647,34.1711912,135.1920617
セレッソ大阪サッカースクール<和歌山北校・和歌山校>,サッカー・フットサル,和歌山県和歌山市中之島1495中ノ島公園グラウンド,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123956,34.2394888,135.1871633
個別指導Ｗａｍ／西脇校,学習塾,和歌山県和歌山市西庄３８９－１－１０２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032640,34.2588923,135.112498
京進スクール・ワン 榎原教室,学習塾,和歌山県和歌山市榎原80-1,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123761,34.25509040000001,135.1348138
サウンドポケット,ピアノ,和歌山県和歌山市塩屋５丁目５－４３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000048839,34.1990851,135.1789731
練心館学習塾,学習塾,和歌山県和歌山市紀三井寺７３６－１１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032864,34.1879672,135.1854836
明光義塾 和大前駅前教室,学習塾,和歌山県和歌山市中573-19ふじと台ステーションビル4,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123642,34.2762025,135.1472121
ブレインズ小学受験会,学習塾,和歌山県和歌山市六十谷７４９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032652,34.2622459,135.2023485
合気道六十谷道場,合気道,和歌山県和歌山市六十谷４９２－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000002279,34.2650929,135.2057477
ギャリー・ナコウ英会話教室,学習塾,和歌山県和歌山市川辺１７２－３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032622,34.2577084,135.2638535
スタッド 松島教室,学習塾,和歌山県和歌山市松島254-21,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123967,34.2407978,135.210834
セルモ和歌山本部校,学習塾,和歌山県和歌山市新高町９－１８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032890,34.2023645,135.1662267
江川珠算塾,書道・習字,和歌山県和歌山市古屋５７－１２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056897,34.2573214,135.1207223
能開センター 紀ノ川北校,学習塾,和歌山県和歌山市向153-1スクウェア延時ビル,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123662,34.2582393,135.1439508
能開センター／個別指導Ａｘｉｓ／個別和歌山校,学習塾,和歌山県和歌山市黒田１丁目４－１６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032588,34.2334225,135.1926427
学研 しかごう教室,学習塾,和歌山県和歌山市有本371-2,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123852,34.2504387,135.2022054
すくすく知育教室,幼児教室,和歌山県和歌山市杭ノ瀬157-24,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123971,34.2112127,135.1941354
学研 北島教室,学習塾,和歌山県和歌山市北島331ー3,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123780,34.241597,135.1556096
個別指導Axis 楠見校,学習塾,和歌山県和歌山市粟248キューブN,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123735,34.2532573,135.1733478
こそね教室,学習塾,和歌山県和歌山市西小二里１丁目３－３５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032703,34.2055212,135.1636172
ITTO個別指導学院 有本校,学習塾,和歌山県和歌山市有本8-5,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123993,34.2445002,135.191374
Ｂｅｇｉｎ,学習塾,和歌山県和歌山市松島１２０－２７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032633,34.2473469,135.2114562
アップル幼児教室,幼児教室,和歌山県和歌山市友田町２丁目１４５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000053610,34.2319133,135.1854626
秀英塾,学習塾,和歌山県和歌山市園部９７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032666,34.2688154,135.1914227
学研 山口教室,学習塾,和歌山県和歌山市湯屋谷15-1,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123812,34.2776169,135.2749557
mash art チョークアート教室,絵画・造形,和歌山県和歌山市狐島379,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123990,34.244564,135.1516068
ＧＥＳ／ターミナル校２号館,学習塾,和歌山県和歌山市太田１丁目１３－２１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032753,34.2318294,135.1935807
江並塾,学習塾,和歌山県和歌山市松江中３丁目６－１９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032743,34.2476983,135.1320943
紀州学習塾,学習塾,和歌山県和歌山市上町４６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032885,34.2295638,135.1623756
学研 加納教室,学習塾,和歌山県和歌山市加納6-23,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123837,34.25132809999999,135.2069315
ナルミ音楽教室バイエル,ピアノ,和歌山県和歌山市本町２丁目１０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000048845,34.2344425,135.1744549
イクウェル（ＥＱＷＥＬ）チャイルドアカデミー和歌山北教室,幼児教室,和歌山県和歌山市次郎丸９８－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000053612,34.2534972,135.1455585
極真会館 和歌山支部 和歌浦教室,空手・拳法,和歌山県和歌山市和歌浦東1-1-12,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123752,34.1967452,135.1700306
個別指導Axis 小松原校,学習塾,和歌山県和歌山市吹上4-1-1アズマハウス吹上ビル,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123739,34.2169155,135.1697564
学研 楠見教室,学習塾,和歌山県和歌山市大谷34-1(カフェ・ド・ベル内),N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123789,34.258595,135.180747
紀州武道塾,柔道,和歌山県和歌山市葵町11-21　葵道場、和歌山放送カルチャー,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123763,34.2130067,135.1629563
公文式／小雑賀教室,学習塾,和歌山県和歌山市小雑賀１１０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032699,34.2038023,135.1815584
ＴＳ進学塾／木ノ本教室,学習塾,和歌山県和歌山市木ノ本１２２－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000040957,34.2568754,135.1255346
和教学院,学習塾,和歌山県和歌山市新庄３９１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032710,34.2303678,135.1707405
