Club,Genre,Address,Access,Age,Feature,url,longitude,latitude
学研教室／和歌山事務局,学習塾,和歌山県和歌山市太田２丁目１４－１１－２０２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032567,34.2322227,135.1960704
学研 西高松教室,学習塾,和歌山県和歌山市西高松2丁目11-45,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123804,34.2054339,135.1686961
開成アカデミー 和歌山駅前校,学習塾,和歌山県和歌山市美園町5丁目3-1雑村ビル4F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123862,34.23074709999999,135.1897159
株式会社喜望ゼミナール本部,学習塾,和歌山県和歌山市吹屋町５丁目２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032541,34.2261813,135.1902668
合気道神武塾道場,合気道,和歌山県和歌山市津秦１３８－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000002275,34.2180934,135.2027631
堀川塾,学習塾,和歌山県和歌山市関戸１丁目４－５７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032634,34.2017085,135.1677139
明光義塾和歌山駅前教室,学習塾,和歌山県和歌山市太田１丁目１１－１３－３Ｆ－Ｄ,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032763,34.2315765,135.1930524
明星塾／秋月教室,学習塾,和歌山県和歌山市秋月８５－１３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032847,34.2345657,135.206077
ＧＥＳ／楠見校,学習塾,和歌山県和歌山市善明寺３０１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032694,34.2616086,135.1864684
喜望ゼミナール知能教育トライアングル,学習塾,和歌山県和歌山市吹屋町５丁目４０－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032719,34.2253685,135.1903821
学研 直川小学校前教室,学習塾,和歌山県和歌山市直川1233-8,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123797,34.2626926,135.2162138
能開センター／和歌山校／小学部,学習塾,和歌山県和歌山市太田１丁目９－９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032607,34.2312643,135.1923391
ヤマハ音楽教室 ふじと台センター,音楽教室,和歌山県和歌山市中573-19エスタシオン東棟2F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123925,34.2764034,135.1474771
ヤマハ音楽教室 六十谷センター,音楽教室,和歌山県和歌山市六十谷748MMKビル3F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123893,34.2687685,135.2032778
パルポート／ワカヤマ,スイミング・水泳,和歌山県和歌山市湊御殿１丁目１－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051130,34.2230832,135.1581398
学研 大浦スマイル教室,学習塾,和歌山県和歌山市西浜1079-7,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123802,34.1919337,135.1537338
PETERSOX こども将棋教室,学習塾,和歌山県和歌山市福島28ハウスブルーネ1F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123988,34.2475763,135.1646562
大河内珠算会,書道・習字,和歌山県和歌山市大河内５３３－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056920,34.1965851,135.2607815
和歌山武道館剣道錬成クラブ,剣道,和歌山県和歌山市和歌浦西2丁目1-22県立武道館、西浜11,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123637,34.1911832,135.1658992
山本忠男,書道・習字,和歌山県和歌山市島橋東ノ丁３－２３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056932,34.2449275,135.1491145
学研 大新教室,学習塾,和歌山県和歌山市新堺丁38(田村将棋・囲碁店1階),N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123801,34.2341901,135.1793824
学研 有功教室,学習塾,和歌山県和歌山市園部1037-4コーポラスそのべ2-1号,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123776,34.2699868,135.1908075
ムービンハイダンススタジオ,バレエ,和歌山県和歌山市友田町4-50ゴトウ本店JR和歌山駅前店2階,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123934,34.2321128,135.189303
田尻学泉会,学習塾,和歌山県和歌山市田尻２３０－６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032784,34.2066003,135.1991618
木上塾大新教室,学習塾,和歌山県和歌山市岡円福院東ノ丁２５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032922,34.2339653,135.1828775
新極真会　和歌山支部　市民体育館道場・紀三井寺道場,空手・拳法,和歌山県和歌山市土入市民体育館、紀三井寺739-1、鳴神1,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123684,34.2530282,135.1393587
智辯進学スクール,学習塾,和歌山県和歌山市黒田２丁目２－２２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032572,34.2327793,135.1960704
個別指導ゴールウェイ,学習塾,和歌山県和歌山市吉田４６４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032590,34.2348238,135.1892208
公文式／秋葉山教室,学習塾,和歌山県和歌山市秋葉町２７－２６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032925,34.1996646,135.1695381
和歌山ラグビースクール,ラグビー/サッカー・フットサル,和歌山県和歌山市　紀三井寺運動公園（球技場・陸上競技場）、市,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123640,34.1667273,135.1917964
明光義塾 和歌山小松原教室,学習塾,和歌山県和歌山市小松原6-1-8福寿金庫ビル2F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123645,34.21638170000001,135.1693542
八幡台ジュニアサッカークラブ,サッカー・フットサル,和歌山県和歌山市西庄　八幡台小学校,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123654,34.2650856,135.1163521
藤井計算実務学校,書道・習字,和歌山県和歌山市太田５８６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056935,34.23156700000001,135.1984469
ＩＴＴＯ個別指導学院有本校,学習塾,和歌山県和歌山市有本８－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032754,34.2445002,135.191374
Bright Child,英語・英会話,和歌山県和歌山市,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000124012,34.2303678,135.1707405
進学塾エッグ広瀬校,学習塾,和歌山県和歌山市広瀬通丁１丁目２４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032842,34.2261108,135.1804704
智辯医学部進学ゼミ,学習塾,和歌山県和歌山市黒田２丁目２－２２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032799,34.2327793,135.1960704
学研 松ヶ丘教室,学習塾,和歌山県和歌山市松ヶ丘1丁目7-14,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123810,34.2303678,135.1707405
学研 安原ふゆの教室,学習塾,和歌山県和歌山市冬野223-25,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123842,34.1923022,135.2129727
個別指導Ｗａｍ／河西貴志校／高等部,学習塾,和歌山県和歌山市土入２１－９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032866,34.253673,135.1414474
東進衛星予備校 和歌山鳴滝校,学習塾,和歌山県和歌山市園部596-170,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123672,34.2637571,135.1885378
スプラウト和歌山サッカークラブ,サッカー・フットサル,和歌山県和歌山市北出島　和歌山東公園,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123959,34.2187193,135.1997756
学研 貴志教室,学習塾,和歌山県和歌山市栄谷893-8久保ビル1階,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123826,34.2595786,135.1501175
SSS進学教室 千旦団地前教室,学習塾,和歌山県和歌山市禰宜1589,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123986,34.243114,135.2448729
ＡＢＥＬ総合進学塾,学習塾,和歌山県和歌山市湊通丁南１丁目１－２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032903,34.2240009,135.1689901
WAKAYAMA Continental Family,音楽教室,和歌山県和歌山市民会館,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123985,34.2303678,135.1707405
学習塾リーフ,学習塾,和歌山県和歌山市和歌浦東２丁目８－２０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032717,34.1903701,135.1750948
個別指導Ｗａｍ／六十谷校,学習塾,和歌山県和歌山市六十谷７４８－２０１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032623,34.2621848,135.2028755
パルポート／紀の川,スイミング・水泳,和歌山県和歌山市栄谷１２５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051120,34.2575243,135.1548231
明星塾／西浜教室,学習塾,和歌山県和歌山市西浜３丁目４－２８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032674,34.2024598,135.1631734
進学教室アシスト,学習塾,和歌山県和歌山市松江北７丁目１０－１２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032705,34.2529235,135.1243663
東進衛星予備校 和歌山駅前校,学習塾,和歌山県和歌山市太田1-13-15,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123673,34.232108,135.1936775
個別指導Ｗａｍ／四箇郷校,学習塾,和歌山県和歌山市加納２０３－３－１０５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032831,34.24516820000001,135.205582
スタッド 木の本教室,学習塾,和歌山県和歌山市木の本686,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123961,34.261997,135.12274
ヤマハ音楽教室服部楽器福島センター,ピアノ,和歌山県和歌山市福島３１８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000048818,34.2496559,135.165193
進学塾テラ（ＴＥＲＲＡ）有本教室,学習塾,和歌山県和歌山市有本２２６－２８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032757,34.2465832,135.1974332
ＰａｔｒｉｃｋのＧｏｏｄｙＥｎｇｌｉｓｈ英会話和歌山教室・貴志川教室,学習塾,和歌山県和歌山市神前６７５－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032555,34.209216,135.2125174
トップウェルネス和歌山,スイミング・水泳,和歌山県和歌山市北出島１丁目５－４８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051124,34.2220018,135.1901996
和歌山県合気道連盟,合気道,和歌山県和歌山市三葛３６４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000002281,34.1924567,135.1890287
公文式楠見東教室,学習塾,和歌山県和歌山市善明寺１７６－２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032923,34.2566027,135.1812055
島村楽器音楽教室イオンモール和歌山店,音楽教室,和歌山県和歌山市中字楠谷573イオンモール和歌山2F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123678,34.2755306,135.1492484
和歌山キンダースクール,幼児教室,和歌山県和歌山市築港３丁目２０－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000053606,34.2225429,135.1546239
COCO塾ジュニア　湊ジュニア教室・堀止西ジュニア教室 他,英語・英会話,和歌山県和歌山市湊584-34・堀止西1-1-41・,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000124010,34.2155707,135.1688789
アトリエ・リーフ,絵画・造形,和歌山県和歌山市和歌浦東２丁目８－２０,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000044153,34.1903701,135.1750948
フレックス・スポーツクラブ,スイミング・水泳,和歌山県和歌山市和歌浦東４丁目４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051121,34.1877235,135.1778139
進学塾ＣＰＵ,学習塾,和歌山県和歌山市相坂５１５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032783,34.2002278,135.2272574
開成アカデミー,学習塾,和歌山県和歌山市美園町５丁目３－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032629,34.23074709999999,135.1897159
高松学習センター,学習塾,和歌山県和歌山市東高松３丁目２－１２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032675,34.2063572,135.1736222
学研 北中島教室,学習塾,和歌山県和歌山市北中島1-1-26岡文具店2階,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123781,34.214164,135.187035
学研 木ノ本はなまる教室,学習塾,和歌山県和歌山市木ノ本71-23,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123777,34.2591393,135.1214372
進学塾チャレンジ１,学習塾,和歌山県和歌山市次郎丸９８－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032683,34.2534972,135.1455585
紀伊ジュニアフットボールクラブ,サッカー・フットサル,和歌山県和歌山市小豆島紀ノ川第７緑地（小豆島・中州）の河川敷,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123764,34.2558734,135.229181
学研 新在家教室,学習塾,和歌山県和歌山市新在家170-62,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123808,34.2434138,135.1971463
学研CAIスクール Study Fun 楠見校,学習塾,和歌山県和歌山市大谷374-1,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123772,34.2599878,135.1762667
河合塾マナビス 堀止校,学習塾,和歌山県和歌山市堀止西1-2-23,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123867,34.2141776,135.169665
ＩＴＴＯ個別指導学院／紀伊駅前校,学習塾,和歌山県和歌山市北野５３０－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032688,34.2680853,135.2454294
学研 西脇教室,学習塾,和歌山県和歌山市西庄623,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123803,34.259609,135.1097602
ガウディア堀止教室,学習塾,和歌山県和歌山市堀止西１丁目２－２３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032750,34.2141776,135.169665
個別指導Axis 神前校,学習塾,和歌山県和歌山市神前146-1メゾンローズ1F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123738,34.216723,135.2049974
アレック教育グループ,学習塾,和歌山県和歌山市塩屋５丁目５－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032782,34.2005422,135.1782765
みやび個別指導学院六十谷校,学習塾,和歌山県和歌山市園部８６３－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032593,34.2624705,135.1948373
明光義塾和歌山西庄教室,学習塾,和歌山県和歌山市西庄２７４－６２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032671,34.2580717,135.1190775
能開センター／小松原校,学習塾,和歌山県和歌山市吹上４丁目１－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032863,34.2169155,135.1697564
ナビ個別指導学院 和歌山校,学習塾,和歌山県和歌山市太田4-4-13太田ビル201・202,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123942,34.2290745,135.1967241
明光義塾 和歌山本町教室,学習塾,和歌山県和歌山市本町1-32-4,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123643,34.2337754,135.1746835
学研 みやきた教室,学習塾,和歌山県和歌山市黒田161-10,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123844,34.2343699,135.1945877
アドヴァンスむそた,スイミング・水泳,和歌山県和歌山市六十谷７８－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051133,34.2598443,135.2007139
総合学習アート,学習塾,和歌山県和歌山市小松原５丁目１－４１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032544,34.2189255,135.1683488
個別教室のトライ 和歌山駅前校,学習塾,和歌山県和歌山市美園町5丁目2-5アイワビル3F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123747,34.2311484,135.1900023
学研 紀ノ川台教室,学習塾,和歌山県和歌山市六十谷1342-278,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123830,34.2735746,135.2098942
ＹＡＮＯ塾・グループ個別指導本部校,学習塾,和歌山県和歌山市榎原３００－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032821,34.2557851,135.1309071
GO-EIGO 和歌山英会話,英語・英会話,和歌山県和歌山市有家241,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123997,34.2251216,135.1979318
個別指導Axis 六十谷校,学習塾,和歌山県和歌山市六十谷364-1K.N.Bビル2F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123734,34.2618224,135.2061608
個別指導のレッスンワン,学習塾,和歌山県和歌山市新堀東２丁目５－２９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032576,34.2134738,135.1757621
明光義塾和台前駅前教室,学習塾,和歌山県和歌山市中５７３－１９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032794,34.2764034,135.1474771
東進衛星予備校インフォメーションセンター,学習塾,和歌山県和歌山市太田１丁目１３－１５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032570,34.232108,135.1936775
間藤教室ＪＲ和歌山駅前校,学習塾,和歌山県和歌山市美園町５丁目７－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032770,34.2312754,135.1904685
能開センター／和歌山本部,学習塾,和歌山県和歌山市黒田１丁目４－１６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032566,34.2334225,135.1926427
能開センター／能開プレスクール和歌山校,学習塾,和歌山県和歌山市太田１丁目９－９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032653,34.2312643,135.1923391
夢現進学スクール岡本教室,学習塾,和歌山県和歌山市和歌浦南２丁目１０－１４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032928,34.18787,135.1684036
ヤマハ音楽教室 紀伊教室,音楽教室,和歌山県和歌山市宇田森314-3,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123918,34.2638372,135.249968
学研 キラリ有功教室,学習塾,和歌山県和歌山市園部1518-1いさお幼稚園内,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123854,34.2659451,135.198725
ITTO個別指導学院 楠見校,学習塾,和歌山県和歌山市粟258-1,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123994,34.2529998,135.1751985
スクールＩＥ西ノ庄校,学習塾,和歌山県和歌山市西庄３３８－３４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032907,34.2583675,135.1154347
楠見少年サッカークラブ,サッカー・フットサル,和歌山県和歌山市善明寺　楠見東小学校体育館、楠見グラウンド,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123668,34.257453,135.181877
創研学院三木町校,学習塾,和歌山県和歌山市三木町中ノ丁１７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032577,34.2311871,135.1785358
公文式／城北教室,学習塾,和歌山県和歌山市東鍛冶屋町１４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032924,34.234567,135.173244
学研 砂山教室,学習塾,和歌山県和歌山市出口新端ノ丁44富田そろばん教室内,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123815,34.2204083,135.1622298
公文教育研究会和歌山事務局,学習塾,和歌山県和歌山市九番丁１５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032568,34.2311598,135.1708507
ヤマハ音楽教室 ステーションセンター,音楽教室,和歌山県和歌山市友田町5-43山植ビル4F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123927,34.2332069,135.1895042
極真空手 和歌山市紀伊駅前道場,空手・拳法,和歌山県和歌山市北野442-30,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123750,34.2687215,135.2465917
翔学舎,学習塾,和歌山県和歌山市鳴神１２０－３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032892,34.2260205,135.2101753
アトリエＲＯＫＯ,絵画・造形,和歌山県和歌山市手平５丁目７－２８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000044152,34.2139701,135.1850237
ＧＥＳ／西浜校,学習塾,和歌山県和歌山市西浜３丁目９－５６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032604,34.1968475,135.1590248
ＫＩスクール,学習塾,和歌山県和歌山市木ノ本４１２－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032735,34.2597605,135.1330443
拳武館宇治田道場,空手・拳法,和歌山県和歌山市南汀丁１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000001232,34.2292203,135.1675648
学研 ふじと台教室,学習塾,和歌山県和歌山市中700-106,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123847,34.2733603,135.1478633
第一ゼミナール／紀ノ川校,学習塾,和歌山県和歌山市松江北２丁目６－７－２Ｆ,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032667,34.2489236,135.1362044
学研 かわなが教室,学習塾,和歌山県和歌山市永穂68-7,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123855,34.2552487,135.2523089
和歌山東高校剣道部,剣道,和歌山県和歌山市森小手穂１３６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000002522,34.2073276,135.2263299
和歌山空手道研究会・和空会,空手・拳法,和歌山県和歌山市和佐河南体育館・武道場、和歌浦西県立武道,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123638,34.2674325,135.1533246
学研CAIスクール 咲花教室,学習塾,和歌山県和歌山市島崎町3丁目35,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123770,34.2212673,135.1799436
藤田塾和歌山キンダースクール,学習塾,和歌山県和歌山市築港３丁目２０－４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032884,34.2225429,135.1546239
スプラウトスポーツクラブ和歌山,新体操,和歌山県和歌山市　東公園体育館、東公園市民球場、日進中学校体,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123960,34.2303678,135.1707405
夢現進学スクール,学習塾,和歌山県和歌山市三葛３０２－６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032774,34.1918483,135.1847531
いせたにあんざんすくうる,学習塾,和歌山県和歌山市津秦３７－３,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032552,34.2229068,135.205089
個別指導Ｗａｍ／楠見校,学習塾,和歌山県和歌山市善明寺４８－１－１Ｆ－Ａ,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032736,34.26109270000001,135.1820429
個別指導さくら学院,学習塾,和歌山県和歌山市,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123731,34.2303678,135.1707405
学研 紀ノ川教室,学習塾,和歌山県和歌山市粟201-14,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123831,34.2539053,135.1665756
ありがとう幼児教室,幼児教室,和歌山県和歌山市東長町５丁目７１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000053609,34.2250753,135.1656908
フレックス・スイミングスクール,スイミング・水泳,和歌山県和歌山市和歌浦東４丁目４,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000051134,34.1877235,135.1778139
学研 おぐら教室,学習塾,和歌山県和歌山市小倉256-1,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123856,34.2497945,135.2904959
学研 こざいか教室,学習塾,和歌山県和歌山市小雑賀149,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123853,34.203615,135.1841561
ヤマハ音楽教室 県庁前センター,音楽教室,和歌山県和歌山市吹上1-2-20,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123915,34.2242212,135.1701786
学研 雄湊教室,学習塾,和歌山県和歌山市南甚五兵衛丁3青谷マンション1F,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123775,34.2265576,135.1624849
能開センター／紀ノ川北校,学習塾,和歌山県和歌山市向１５３－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032775,34.2582008,135.1439097
美麗書院,書道・習字,和歌山県和歌山市塩屋４丁目６－５８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000058827,34.2002619,135.1767757
ＡＩセミナー,学習塾,和歌山県和歌山市市小路１５２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032628,34.2562301,135.1642358
学研 津秦たんぽぽ教室,学習塾,和歌山県和歌山市津秦139-16津秦そろばん教室内,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123796,34.2179623,135.2031237
国際空手道連盟　極真会館 和歌山支部,空手・拳法,和歌山県和歌山市秋葉町4-8　理容会館1階、榎原195-8　,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123697,34.1997627,135.170125
和歌山県計算実務協会（一般社団法人）,書道・習字,和歌山県和歌山市西汀丁３６,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056910,34.2301035,135.170085
ガウディア和歌山エリア本部,学習塾,和歌山県和歌山市友田町２丁目１４５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032900,34.2319133,135.1854626
スタッド 小倉勝宝台教室,学習塾,和歌山県和歌山市下三毛691-31,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123968,34.2380502,135.2927986
啓己塾,学習塾,和歌山県和歌山市栄谷８９３－８,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032887,34.2595786,135.1501175
昇学セミナー四ケ郷教室,学習塾,和歌山県和歌山市新在家１２３－７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032930,34.2439842,135.2010386
個別指導マーベル砂山校,学習塾,和歌山県和歌山市湊３１４９－２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032910,34.2192132,135.1630548
ＧＥＳ／紀伊校,学習塾,和歌山県和歌山市北野４０９－１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032709,34.2690803,135.2470924
ウイッシュボーンイングリッシュアカデミー和歌山スクール,幼児教室,和歌山県和歌山市紀三井寺８１１－４１－１０１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000054322,34.1880974,135.1833492
学研 木ノ本ニュータウン教室,学習塾,和歌山県和歌山市木ノ本1675-39,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123778,34.2677051,135.1263409
